date,age,deaths
12/31/2020,55-64 years,5652
12/31/2020,65-74 years,9215
12/31/2020,75-84 years,12849
12/31/2020,85 years and over,18987
12/31/2020,All Ages,26625
12/31/2020,Under 1 year,171
12/31/2020,0-17 years,329
12/31/2020,1-4 years,45
12/31/2020,5-14 years,53
12/31/2020,15-24 years,349
12/31/2020,18-29 years,602
12/31/2020,25-34 years,668
12/31/2020,30-39 years,731
12/31/2020,35-44 years,791
12/31/2020,40-49 years,946
12/31/2020,45-54 years,1448
12/31/2020,50-64 years,4429
12/31/2020,55-64 years,3512
12/31/2020,65-74 years,5393
12/31/2020,75-84 years,6641
12/31/2020,85 years and over,7554
12/31/2020,All Ages,25561
12/31/2020,Under 1 year,113
12/31/2020,0-17 years,200
12/31/2020,1-4 years,28
12/31/2020,5-14 years,25
12/31/2020,15-24 years,130
12/31/2020,18-29 years,215
12/31/2020,25-34 years,304
12/31/2020,30-39 years,390
12/31/2020,35-44 years,479
12/31/2020,40-49 years,609
12/31/2020,45-54 years,879
12/31/2020,50-64 years,2684
12/31/2020,55-64 years,2140
12/31/2020,65-74 years,3822
12/31/2020,75-84 years,6208
12/31/2020,85 years and over,11433
12/31/2021,All Ages,51450
12/31/2021,Under 1 year,318
12/31/2021,0-17 years,571
12/31/2021,1-4 years,54
12/31/2021,5-14 years,108
12/31/2021,15-24 years,546
12/31/2021,18-29 years,910
12/31/2021,25-34 years,1079
12/31/2021,30-39 years,1353
12/31/2021,35-44 years,1574
12/31/2021,40-49 years,1847
12/31/2021,45-54 years,2497
12/31/2021,50-64 years,7656
12/31/2021,55-64 years,6161
12/31/2021,65-74 years,9795
12/31/2021,75-84 years,12529
12/31/2021,85 years and over,16789
12/31/2021,All Ages,27119
12/31/2021,Under 1 year,187
12/31/2021,0-17 years,322
12/31/2021,1-4 years,22
12/31/2021,5-14 years,60
12/31/2021,15-24 years,359
12/31/2021,18-29 years,649
12/31/2021,25-34 years,773
12/31/2021,30-39 years,924
12/31/2021,35-44 years,1067
12/31/2021,40-49 years,1220
12/31/2021,45-54 years,1595
12/31/2021,50-64 years,4758
12/31/2021,55-64 years,3810
12/31/2021,65-74 years,5740
12/31/2021,75-84 years,6666
12/31/2021,85 years and over,6840
12/31/2021,All Ages,24331
12/31/2021,Under 1 year,131
12/31/2021,0-17 years,249
12/31/2021,1-4 years,32
12/31/2021,5-14 years,48
12/31/2021,15-24 years,187
12/31/2021,18-29 years,261
12/31/2021,25-34 years,306
12/31/2021,30-39 years,429
12/31/2021,35-44 years,507
12/31/2021,40-49 years,627
12/31/2021,45-54 years,902
12/31/2021,50-64 years,2898
12/31/2021,55-64 years,2351
12/31/2021,65-74 years,4055
12/31/2021,75-84 years,5863
12/31/2021,85 years and over,9949
7/9/2022,All Ages,24189
7/9/2022,Under 1 year,116
7/9/2022,0-17 years,192
7/9/2022,1-4 years,19
7/9/2022,5-14 years,33
7/9/2022,15-24 years,145
7/9/2022,18-29 years,258
7/9/2022,25-34 years,362
7/9/2022,30-39 years,503
7/9/2022,35-44 years,598
7/9/2022,40-49 years,717
7/9/2022,45-54 years,1024
7/9/2022,50-64 years,3397
7/9/2022,55-64 years,2770
7/9/2022,65-74 years,4715
7/9/2022,75-84 years,6110
7/9/2022,85 years and over,8297
7/9/2022,All Ages,12431
7/9/2022,Under 1 year,59
7/9/2022,0-17 years,105
7/9/2022,1-4 years,11
7/9/2022,5-14 years,21
7/9/2022,15-24 years,100
7/9/2022,18-29 years,187
7/9/2022,25-34 years,252
7/9/2022,30-39 years,342
7/9/2022,35-44 years,372
7/9/2022,40-49 years,430
7/9/2022,45-54 years,637
7/9/2022,50-64 years,2086
7/9/2022,55-64 years,1698
7/9/2022,65-74 years,2764
7/9/2022,75-84 years,3213
7/9/2022,85 years and over,3304
7/9/2022,All Ages,11758
7/9/2022,Under 1 year,57
7/9/2022,0-17 years,87
7/9/2022,1-4 years,
7/9/2022,5-14 years,12
7/9/2022,15-24 years,45
7/9/2022,18-29 years,71
7/9/2022,25-34 years,110
7/9/2022,30-39 years,161
7/9/2022,35-44 years,226
7/9/2022,40-49 years,287
7/9/2022,45-54 years,387
7/9/2022,50-64 years,1311
7/9/2022,55-64 years,1072
7/9/2022,65-74 years,1951
7/9/2022,75-84 years,2897
7/9/2022,85 years and over,4993
12/31/2020,All Ages,39302
12/31/2020,Under 1 year,247
12/31/2020,0-17 years,474
12/31/2020,1-4 years,51
12/31/2020,5-14 years,99
12/31/2020,15-24 years,475
12/31/2020,18-29 years,775
12/31/2020,25-34 years,895
12/31/2020,30-39 years,1140
12/31/2020,35-44 years,1490
12/31/2020,40-49 years,1983
12/31/2020,45-54 years,2651
12/31/2020,50-64 years,7628
12/31/2020,55-64 years,6092
12/31/2020,65-74 years,8762
12/31/2020,75-84 years,9502
12/31/2020,85 years and over,9038
12/31/2020,All Ages,20518
12/31/2020,Under 1 year,134
12/31/2020,0-17 years,287
12/31/2020,1-4 years,34
12/31/2020,5-14 years,60
12/31/2020,15-24 years,366
12/31/2020,18-29 years,579
12/31/2020,25-34 years,624
12/31/2020,30-39 years,750
12/31/2020,35-44 years,949
12/31/2020,40-49 years,1198
12/31/2020,45-54 years,1564
12/31/2020,50-64 years,4583
12/31/2020,55-64 years,3666
12/31/2020,65-74 years,5020
12/31/2020,75-84 years,4793
12/31/2020,85 years and over,3308
12/31/2020,All Ages,18784
12/31/2020,Under 1 year,113
12/31/2020,0-17 years,187
12/31/2020,1-4 years,17
12/31/2020,5-14 years,39
12/31/2020,15-24 years,109
12/31/2020,18-29 years,196
12/31/2020,25-34 years,271
12/31/2020,30-39 years,390
12/31/2020,35-44 years,541
12/31/2020,40-49 years,785
12/31/2020,45-54 years,1087
12/31/2020,50-64 years,3045
12/31/2020,55-64 years,2426
12/31/2020,65-74 years,3742
12/31/2020,75-84 years,4709
12/31/2020,85 years and over,5730
12/31/2021,All Ages,40295
12/31/2021,Under 1 year,300
12/31/2021,0-17 years,547
12/31/2021,1-4 years,61
12/31/2021,5-14 years,89
12/31/2021,15-24 years,617
12/31/2021,18-29 years,960
12/31/2021,25-34 years,1019
12/31/2021,30-39 years,1319
12/31/2021,35-44 years,1759
12/31/2021,40-49 years,2176
12/31/2021,45-54 years,2916
12/31/2021,50-64 years,8282
12/31/2021,55-64 years,6523
12/31/2021,65-74 years,9385
12/31/2021,75-84 years,9421
12/31/2021,85 years and over,8205
12/31/2021,All Ages,21280
12/31/2021,Under 1 year,179
12/31/2021,0-17 years,335
12/31/2021,1-4 years,30
12/31/2021,5-14 years,54
12/31/2021,15-24 years,448
12/31/2021,18-29 years,673
12/31/2021,25-34 years,669
12/31/2021,30-39 years,819
12/31/2021,35-44 years,1075
12/31/2021,40-49 years,1301
12/31/2021,45-54 years,1762
12/31/2021,50-64 years,4954
12/31/2021,55-64 years,3865
12/31/2021,65-74 years,5395
12/31/2021,75-84 years,4753
12/31/2021,85 years and over,3050
12/31/2021,All Ages,19015
12/31/2021,Under 1 year,121
12/31/2021,0-17 years,212
12/31/2021,1-4 years,31
12/31/2021,5-14 years,35
12/31/2021,15-24 years,169
12/31/2021,18-29 years,287
12/31/2021,25-34 years,350
12/31/2021,30-39 years,500
12/31/2021,35-44 years,684
12/31/2021,40-49 years,875
12/31/2021,45-54 years,1154
12/31/2021,50-64 years,3328
12/31/2021,55-64 years,2658
12/31/2021,65-74 years,3990
12/31/2021,75-84 years,4668
12/31/2021,85 years and over,5155
7/9/2022,All Ages,17920
7/9/2022,Under 1 year,90
7/9/2022,0-17 years,174
7/9/2022,1-4 years,21
7/9/2022,5-14 years,36
7/9/2022,15-24 years,176
7/9/2022,18-29 years,276
7/9/2022,25-34 years,357
7/9/2022,30-39 years,465
7/9/2022,35-44 years,596
7/9/2022,40-49 years,841
7/9/2022,45-54 years,1157
7/9/2022,50-64 years,3474
7/9/2022,55-64 years,2797
7/9/2022,65-74 years,4147
7/9/2022,75-84 years,4652
7/9/2022,85 years and over,3891
7/9/2022,All Ages,9121
7/9/2022,Under 1 year,48
7/9/2022,0-17 years,99
7/9/2022,1-4 years,
7/9/2022,5-14 years,21
7/9/2022,15-24 years,123
7/9/2022,18-29 years,194
7/9/2022,25-34 years,243
7/9/2022,30-39 years,301
7/9/2022,35-44 years,361
7/9/2022,40-49 years,479
7/9/2022,45-54 years,677
7/9/2022,50-64 years,2031
7/9/2022,55-64 years,1623
7/9/2022,65-74 years,2285
7/9/2022,75-84 years,2308
7/9/2022,85 years and over,1424
7/9/2022,All Ages,8799
7/9/2022,Under 1 year,42
7/9/2022,0-17 years,75
7/9/2022,1-4 years,13
7/9/2022,5-14 years,15
7/9/2022,15-24 years,53
7/9/2022,18-29 years,82
7/9/2022,25-34 years,114
7/9/2022,30-39 years,164
7/9/2022,35-44 years,235
7/9/2022,40-49 years,362
7/9/2022,45-54 years,480
7/9/2022,50-64 years,1443
7/9/2022,55-64 years,1174
7/9/2022,65-74 years,1862
7/9/2022,75-84 years,2344
7/9/2022,85 years and over,2467
12/31/2020,All Ages,76268
12/31/2020,Under 1 year,485
12/31/2020,0-17 years,886
12/31/2020,1-4 years,105
12/31/2020,5-14 years,146
12/31/2020,15-24 years,927
12/31/2020,18-29 years,1644
12/31/2020,25-34 years,1776
12/31/2020,30-39 years,2022
12/31/2020,35-44 years,2361
12/31/2020,40-49 years,2843
12/31/2020,45-54 years,4040
12/31/2020,50-64 years,12653
12/31/2020,55-64 years,10208
12/31/2020,65-74 years,15574
12/31/2020,75-84 years,18833
12/31/2020,85 years and over,21813
12/31/2020,All Ages,39820
12/31/2020,Under 1 year,266
12/31/2020,0-17 years,531
12/31/2020,1-4 years,59
12/31/2020,5-14 years,93
12/31/2020,15-24 years,669
12/31/2020,18-29 years,1174
12/31/2020,25-34 years,1265
12/31/2020,30-39 years,1361
12/31/2020,35-44 years,1530
12/31/2020,40-49 years,1804
12/31/2020,45-54 years,2501
12/31/2020,50-64 years,7718
12/31/2020,55-64 years,6205
12/31/2020,65-74 years,8881
12/31/2020,75-84 years,9875
12/31/2020,85 years and over,8476
12/31/2020,All Ages,36448
12/31/2020,Under 1 year,219
12/31/2020,0-17 years,355
12/31/2020,1-4 years,46
12/31/2020,5-14 years,53
12/31/2020,15-24 years,258
12/31/2020,18-29 years,470
12/31/2020,25-34 years,511
12/31/2020,30-39 years,661
12/31/2020,35-44 years,831
12/31/2020,40-49 years,1039
12/31/2020,45-54 years,1539
12/31/2020,50-64 years,4935
12/31/2020,55-64 years,4003
12/31/2020,65-74 years,6693
12/31/2020,75-84 years,8958
12/31/2020,85 years and over,13337
12/31/2021,All Ages,76515
12/31/2021,Under 1 year,488
12/31/2021,0-17 years,940
12/31/2021,1-4 years,123
12/31/2021,5-14 years,161
12/31/2021,15-24 years,905
12/31/2021,18-29 years,1546
12/31/2021,25-34 years,1890
12/31/2021,30-39 years,2310
12/31/2021,35-44 years,2755
12/31/2021,40-49 years,3410
12/31/2021,45-54 years,4669
12/31/2021,50-64 years,13971
12/31/2021,55-64 years,11186
12/31/2021,65-74 years,16424
12/31/2021,75-84 years,18285
12/31/2021,85 years and over,19629
12/31/2021,All Ages,40539
12/31/2021,Under 1 year,272
12/31/2021,0-17 years,553
12/31/2021,1-4 years,72
12/31/2021,5-14 years,96
12/31/2021,15-24 years,673
12/31/2021,18-29 years,1158
12/31/2021,25-34 years,1343
12/31/2021,30-39 years,1582
12/31/2021,35-44 years,1807
12/31/2021,40-49 years,2168
12/31/2021,45-54 years,2952
12/31/2021,50-64 years,8509
12/31/2021,55-64 years,6755
12/31/2021,65-74 years,9410
12/31/2021,75-84 years,9389
12/31/2021,85 years and over,7770
12/31/2021,All Ages,35976
12/31/2021,Under 1 year,216
12/31/2021,0-17 years,387
12/31/2021,1-4 years,51
12/31/2021,5-14 years,65
12/31/2021,15-24 years,232
12/31/2021,18-29 years,388
12/31/2021,25-34 years,547
12/31/2021,30-39 years,728
12/31/2021,35-44 years,948
12/31/2021,40-49 years,1242
12/31/2021,45-54 years,1717
12/31/2021,50-64 years,5462
12/31/2021,55-64 years,4431
12/31/2021,65-74 years,7014
12/31/2021,75-84 years,8896
12/31/2021,85 years and over,11859
7/9/2022,All Ages,35382
7/9/2022,Under 1 year,175
7/9/2022,0-17 years,315
7/9/2022,1-4 years,30
7/9/2022,5-14 years,57
7/9/2022,15-24 years,273
7/9/2022,18-29 years,448
7/9/2022,25-34 years,539
7/9/2022,30-39 years,698
7/9/2022,35-44 years,944
7/9/2022,40-49 years,1223
7/9/2022,45-54 years,1808
7/9/2022,50-64 years,6178
7/9/2022,55-64 years,5036
7/9/2022,65-74 years,7639
7/9/2022,75-84 years,9328
7/9/2022,85 years and over,9553
7/9/2022,All Ages,18299
7/9/2022,Under 1 year,92
7/9/2022,0-17 years,178
7/9/2022,1-4 years,18
7/9/2022,5-14 years,34
7/9/2022,15-24 years,193
7/9/2022,18-29 years,311
7/9/2022,25-34 years,363
7/9/2022,30-39 years,464
7/9/2022,35-44 years,597
7/9/2022,40-49 years,738
7/9/2022,45-54 years,1075
7/9/2022,50-64 years,3714
7/9/2022,55-64 years,3033
7/9/2022,65-74 years,4323
7/9/2022,75-84 years,4814
7/9/2022,85 years and over,3757
7/9/2022,All Ages,17083
7/9/2022,Under 1 year,83
7/9/2022,0-17 years,137
7/9/2022,1-4 years,12
7/9/2022,5-14 years,23
7/9/2022,15-24 years,80
7/9/2022,18-29 years,137
7/9/2022,25-34 years,176
7/9/2022,30-39 years,234
7/9/2022,35-44 years,347
7/9/2022,40-49 years,485
7/9/2022,45-54 years,733
7/9/2022,50-64 years,2464
7/9/2022,55-64 years,2003
7/9/2022,65-74 years,3316
7/9/2022,75-84 years,4514
7/9/2022,85 years and over,5796
12/31/2020,All Ages,12008
12/31/2020,Under 1 year,53
12/31/2020,0-17 years,121
12/31/2020,1-4 years,13
12/31/2020,5-14 years,24
12/31/2020,15-24 years,147
12/31/2020,18-29 years,217
12/31/2020,25-34 years,241
12/31/2020,30-39 years,297
12/31/2020,35-44 years,333
12/31/2020,40-49 years,409
12/31/2020,45-54 years,588
12/31/2020,50-64 years,1806
12/31/2020,55-64 years,1451
12/31/2020,65-74 years,2466
12/31/2020,75-84 years,3020
12/31/2020,85 years and over,3672
12/31/2020,All Ages,6611
12/31/2020,Under 1 year,27
12/31/2020,0-17 years,61
12/31/2020,1-4 years,
12/31/2020,5-14 years,11
12/31/2020,15-24 years,107
12/31/2020,18-29 years,161
12/31/2020,25-34 years,159
12/31/2020,30-39 years,191
12/31/2020,35-44 years,221
12/31/2020,40-49 years,276
12/31/2020,45-54 years,379
12/31/2020,50-64 years,1120
12/31/2020,55-64 years,900
12/31/2020,65-74 years,1501
12/31/2020,75-84 years,1733
12/31/2020,85 years and over,1568
12/31/2020,All Ages,5397
12/31/2020,Under 1 year,26
12/31/2020,0-17 years,60
12/31/2020,1-4 years,
12/31/2020,5-14 years,13
12/31/2020,15-24 years,40
12/31/2020,18-29 years,56
12/31/2020,25-34 years,82
12/31/2020,30-39 years,106
12/31/2020,35-44 years,112
12/31/2020,40-49 years,133
12/31/2020,45-54 years,209
12/31/2020,50-64 years,686
12/31/2020,55-64 years,551
12/31/2020,65-74 years,965
12/31/2020,75-84 years,1287
12/31/2020,85 years and over,2104
12/31/2021,All Ages,12776
12/31/2021,Under 1 year,42
12/31/2021,0-17 years,126
12/31/2021,1-4 years,15
12/31/2021,5-14 years,24
12/31/2021,15-24 years,178
12/31/2021,18-29 years,255
12/31/2021,25-34 years,274
12/31/2021,30-39 years,361
12/31/2021,35-44 years,434
12/31/2021,40-49 years,526
12/31/2021,45-54 years,696
12/31/2021,50-64 years,2066
12/31/2021,55-64 years,1671
12/31/2021,65-74 years,2707
12/31/2021,75-84 years,3268
12/31/2021,85 years and over,3467
12/31/2021,All Ages,7061
12/31/2021,Under 1 year,22
12/31/2021,0-17 years,83
12/31/2021,1-4 years,10
12/31/2021,5-14 years,18
12/31/2021,15-24 years,132
12/31/2021,18-29 years,187
12/31/2021,25-34 years,199
12/31/2021,30-39 years,238
12/31/2021,35-44 years,272
12/31/2021,40-49 years,342
12/31/2021,45-54 years,448
12/31/2021,50-64 years,1284
12/31/2021,55-64 years,1033
12/31/2021,65-74 years,1577
12/31/2021,75-84 years,1860
12/31/2021,85 years and over,1490
12/31/2021,All Ages,5715
12/31/2021,Under 1 year,20
12/31/2021,0-17 years,43
12/31/2021,1-4 years,
12/31/2021,5-14 years,
12/31/2021,15-24 years,46
12/31/2021,18-29 years,68
12/31/2021,25-34 years,75
12/31/2021,30-39 years,123
12/31/2021,35-44 years,162
12/31/2021,40-49 years,184
12/31/2021,45-54 years,248
12/31/2021,50-64 years,782
12/31/2021,55-64 years,638
12/31/2021,65-74 years,1130
12/31/2021,75-84 years,1408
12/31/2021,85 years and over,1977
7/9/2022,All Ages,5756
7/9/2022,Under 1 year,20
7/9/2022,0-17 years,47
7/9/2022,1-4 years,
7/9/2022,5-14 years,11
7/9/2022,15-24 years,74
7/9/2022,18-29 years,113
7/9/2022,25-34 years,123
7/9/2022,30-39 years,160
7/9/2022,35-44 years,198
7/9/2022,40-49 years,212
7/9/2022,45-54 years,255
7/9/2022,50-64 years,854
7/9/2022,55-64 years,702
7/9/2022,65-74 years,1196
7/9/2022,75-84 years,1540
7/9/2022,85 years and over,1634
7/9/2022,All Ages,3120
7/9/2022,Under 1 year,11
7/9/2022,0-17 years,27
7/9/2022,1-4 years,0
7/9/2022,5-14 years,
7/9/2022,15-24 years,56
7/9/2022,18-29 years,86
7/9/2022,25-34 years,86
7/9/2022,30-39 years,104
7/9/2022,35-44 years,135
7/9/2022,40-49 years,142
7/9/2022,45-54 years,161
7/9/2022,50-64 years,517
7/9/2022,55-64 years,420
7/9/2022,65-74 years,734
7/9/2022,75-84 years,827
7/9/2022,85 years and over,683
7/9/2022,All Ages,2636
7/9/2022,Under 1 year,
7/9/2022,0-17 years,20
7/9/2022,1-4 years,
7/9/2022,5-14 years,
7/9/2022,15-24 years,18
7/9/2022,18-29 years,27
7/9/2022,25-34 years,37
7/9/2022,30-39 years,56
7/9/2022,35-44 years,63
7/9/2022,40-49 years,70
7/9/2022,45-54 years,94
7/9/2022,50-64 years,337
7/9/2022,55-64 years,282
7/9/2022,65-74 years,462
7/9/2022,75-84 years,713
7/9/2022,85 years and over,951
12/31/2020,All Ages,19702
12/31/2020,Under 1 year,145
12/31/2020,0-17 years,262
12/31/2020,1-4 years,27
12/31/2020,5-14 years,49
12/31/2020,15-24 years,197
12/31/2020,18-29 years,287
12/31/2020,25-34 years,302
12/31/2020,30-39 years,415
12/31/2020,35-44 years,464
12/31/2020,40-49 years,584
12/31/2020,45-54 years,896
12/31/2020,50-64 years,2811
12/31/2020,55-64 years,2279
12/31/2020,65-74 years,3749
12/31/2020,75-84 years,4793
12/31/2020,85 years and over,6801
12/31/2020,All Ages,10166
12/31/2020,Under 1 year,96
12/31/2020,0-17 years,171
12/31/2020,1-4 years,13
12/31/2020,5-14 years,31
12/31/2020,15-24 years,145
12/31/2020,18-29 years,213
12/31/2020,25-34 years,220
12/31/2020,30-39 years,283
12/31/2020,35-44 years,311
12/31/2020,40-49 years,366
12/31/2020,45-54 years,554
12/31/2020,50-64 years,1729
12/31/2020,55-64 years,1392
12/31/2020,65-74 years,2189
12/31/2020,75-84 years,2536
12/31/2020,85 years and over,2679
12/31/2020,All Ages,9536
12/31/2020,Under 1 year,49
12/31/2020,0-17 years,91
12/31/2020,1-4 years,14
12/31/2020,5-14 years,18
12/31/2020,15-24 years,52
12/31/2020,18-29 years,74
12/31/2020,25-34 years,82
12/31/2020,30-39 years,132
12/31/2020,35-44 years,153
12/31/2020,40-49 years,218
12/31/2020,45-54 years,342
12/31/2020,50-64 years,1082
12/31/2020,55-64 years,887
12/31/2020,65-74 years,1560
12/31/2020,75-84 years,2257
12/31/2020,85 years and over,4122
12/31/2021,All Ages,19100
12/31/2021,Under 1 year,140
12/31/2021,0-17 years,255
12/31/2021,1-4 years,33
12/31/2021,5-14 years,44
12/31/2021,15-24 years,203
12/31/2021,18-29 years,306
12/31/2021,25-34 years,329
12/31/2021,30-39 years,416
12/31/2021,35-44 years,520
12/31/2021,40-49 years,694
12/31/2021,45-54 years,982
12/31/2021,50-64 years,2956
12/31/2021,55-64 years,2376
12/31/2021,65-74 years,3837
12/31/2021,75-84 years,4551
12/31/2021,85 years and over,6085
12/31/2021,All Ages,10039
12/31/2021,Under 1 year,75
12/31/2021,0-17 years,147
12/31/2021,1-4 years,19
12/31/2021,5-14 years,28
12/31/2021,15-24 years,137
12/31/2021,18-29 years,210
12/31/2021,25-34 years,228
12/31/2021,30-39 years,270
12/31/2021,35-44 years,321
12/31/2021,40-49 years,428
12/31/2021,45-54 years,609
12/31/2021,50-64 years,1825
12/31/2021,55-64 years,1463
12/31/2021,65-74 years,2246
12/31/2021,75-84 years,2478
12/31/2021,85 years and over,2435
12/31/2021,All Ages,9061
12/31/2021,Under 1 year,65
12/31/2021,0-17 years,108
12/31/2021,1-4 years,14
12/31/2021,5-14 years,16
12/31/2021,15-24 years,66
12/31/2021,18-29 years,96
12/31/2021,25-34 years,101
12/31/2021,30-39 years,146
12/31/2021,35-44 years,199
12/31/2021,40-49 years,266
12/31/2021,45-54 years,373
12/31/2021,50-64 years,1131
12/31/2021,55-64 years,913
12/31/2021,65-74 years,1591
12/31/2021,75-84 years,2073
12/31/2021,85 years and over,3650
7/9/2022,All Ages,8583
7/9/2022,Under 1 year,57
7/9/2022,0-17 years,97
7/9/2022,1-4 years,
7/9/2022,5-14 years,22
7/9/2022,15-24 years,69
7/9/2022,18-29 years,107
7/9/2022,25-34 years,129
7/9/2022,30-39 years,176
7/9/2022,35-44 years,223
7/9/2022,40-49 years,273
7/9/2022,45-54 years,379
7/9/2022,50-64 years,1175
7/9/2022,55-64 years,944
7/9/2022,65-74 years,1706
7/9/2022,75-84 years,2161
7/9/2022,85 years and over,2888
7/9/2022,All Ages,4400
7/9/2022,Under 1 year,26
7/9/2022,0-17 years,56
7/9/2022,1-4 years,
7/9/2022,5-14 years,16
7/9/2022,15-24 years,46
